Table Number,Table Name,Code,Shortened Description
Table 12.3,Pregnancy,647.03,SYPHILIS-ANTEPARTUM
Table 12.3,Pregnancy,647.10,GONORRHEA IN PREG-UNSPEC
Table 12.3,Pregnancy,647.13,GONORRHEA-ANTEPARTUM
Table 12.3,Pregnancy,647.20,OTHER VD IN PREG-UNSPEC
Table 12.3,Pregnancy,647.23,OTHER VD-ANTEPARTUM
Table 12.3,Pregnancy,647.30,TB IN PREG-UNSPECIFIED
Table 12.3,Pregnancy,647.33,TUBERCULOSIS-ANTEPARTUM
Table 12.3,Pregnancy,647.40,MALARIA IN PREG-UNSPEC
Table 12.3,Pregnancy,647.43,MALARIA-ANTEPARTUM
Table 12.3,Pregnancy,647.50,RUBELLA IN PREG-UNSPEC
Table 12.3,Pregnancy,647.53,RUBELLA-ANTEPARTUM
Table 12.3,Pregnancy,647.60,OTH VIRUS IN PREG-UNSPEC
Table 12.3,Pregnancy,647.63,OTH VIRAL DIS-ANTEPARTUM
Table 12.3,Pregnancy,647.80,INF DIS IN PREG NEC-UNSP
Table 12.3,Pregnancy,647.83,INFECT DIS NEC-ANTEPART
Table 12.3,Pregnancy,647.90,INFECT IN PREG NOS-UNSP
Table 12.3,Pregnancy,647.93,INFECT NOS-ANTEPARTUM
Table 12.3,Pregnancy,648.00,DIABETES IN PREG-UNSPEC
Table 12.3,Pregnancy,648.03,DIABETES-ANTEPARTUM
Table 12.3,Pregnancy,648.10,THYROID DYSFUN PREG-UNSP
Table 12.3,Pregnancy,648.13,THYROID DYSFUNC-ANTEPART
Table 12.3,Pregnancy,648.20,ANEMIA IN PREG-UNSPEC
Table 12.3,Pregnancy,648.23,ANEMIA-ANTEPARTUM
Table 12.3,Pregnancy,648.30,DRUG DEPEND PREG-UNSPEC
Table 12.3,Pregnancy,648.33,DRUG DEPENDENCE-ANTEPART
Table 12.3,Pregnancy,648.40,MENTAL DIS PREG-UNSPEC
Table 12.3,Pregnancy,648.43,MENTAL DISORDER-ANTEPART
Table 12.3,Pregnancy,648.50,CONGEN CV DIS PREG-UNSP
Table 12.3,Pregnancy,648.53,CONGEN CV DIS-ANTEPARTUM
Table 12.3,Pregnancy,648.60,CV DIS NEC PREG-UNSPEC
Table 12.3,Pregnancy,648.63,CV DIS NEC-ANTEPARTUM
Table 12.3,Pregnancy,648.70,BONE DISORD IN PREG-UNSP
Table 12.3,Pregnancy,648.73,BONE DISORDER-ANTEPARTUM
Table 12.3,Pregnancy,648.80,ABN GLUCOSE IN PREG-UNSP
Table 12.3,Pregnancy,648.83,ABN GLUCOSE-ANTEPARTUM
Table 12.3,Pregnancy,648.90,OTH CURR COND PREG-UNSP
Table 12.3,Pregnancy,648.93,OTH CURR COND-ANTEPARTUM
Table 12.3,Pregnancy,649.00,TOBACCO USE DISORD-UNSP
Table 12.3,Pregnancy,649.03,TOBACCO USE DIS-ANTEPART
Table 12.3,Pregnancy,649.10,OBESITY-UNSPECIFIED
Table 12.3,Pregnancy,649.13,OBESITY-ANTEPARTUM
Table 12.3,Pregnancy,649.20,BARIATRIC SURG STAT-UNSP
Table 12.3,Pregnancy,649.23,BARIATRC SURG STAT-ANTEP
Table 12.3,Pregnancy,649.30,COAGULATION DEF-UNSPEC
Table 12.3,Pregnancy,649.33,COAGULATION DEF-ANTEPART
Table 12.3,Pregnancy,649.40,EPILEPSY-UNSPECIFIED
Table 12.3,Pregnancy,649.43,EPILEPSY-ANTEPARTUM
Table 12.3,Pregnancy,649.50,SPOTTING-UNSPECIFIED
Table 12.3,Pregnancy,649.53,SPOTTING-ANTEPARTUM
Table 12.3,Pregnancy,649.60,UTERINE SIZE DESCRP-UNSP
Table 12.3,Pregnancy,649.63,UTERINE SIZE DES-ANTEPAR
Table 12.3,Pregnancy,651.00,TWIN PREGNANCY-UNSPEC
Table 12.3,Pregnancy,651.03,TWIN PREGNANCY-ANTEPART
Table 12.3,Pregnancy,651.10,TRIPLET PREGNANCY-UNSPEC
Table 12.3,Pregnancy,651.13,TRIPLET PREG-ANTEPARTUM
Table 12.3,Pregnancy,651.20,QUADRUPLET PREG-UNSPEC
Table 12.3,Pregnancy,651.23,QUADRUPLET PREG-ANTEPART
Table 12.3,Pregnancy,651.30,TWINS W FETAL LOSS-UNSP
Table 12.3,Pregnancy,651.33,TWINS W FETAL LOSS-ANTE
Table 12.3,Pregnancy,651.40,TRIPLETS W FET LOSS-UNSP
Table 12.3,Pregnancy,651.43,TRIPLETS W FET LOSS-ANTE
Table 12.3,Pregnancy,651.50,QUADS W FETAL LOSS-UNSP
Table 12.3,Pregnancy,651.53,QUADS W FETAL LOSS-ANTE
Table 12.3,Pregnancy,651.60,MULT GES W FET LOSS-UNSP
Table 12.3,Pregnancy,651.63,MULT GES W FET LOSS-ANTE
Table 12.3,Pregnancy,651.70,MUL GEST-FET REDUCT UNSP
Table 12.3,Pregnancy,651.73,MUL GEST-FET REDUCT ANTE
Table 12.3,Pregnancy,651.80,MULTI GESTAT NEC-UNSPEC
Table 12.3,Pregnancy,651.83,MULTI GEST NEC-ANTEPART
Table 12.3,Pregnancy,651.90,MULTI GESTAT NOS-UNSPEC
Table 12.3,Pregnancy,651.93,MULTI GEST NOS-ANTEPART
Table 12.3,Pregnancy,652.00,UNSTABLE LIE-UNSPECIFIED
Table 12.3,Pregnancy,652.03,UNSTABLE LIE-ANTEPARTUM
Table 12.3,Pregnancy,652.10,CEPHALIC VERS NOS-UNSPEC
Table 12.3,Pregnancy,652.13,CEPHAL VERS NOS-ANTEPART
Table 12.3,Pregnancy,652.20,BREECH PRESENTAT-UNSPEC
Table 12.3,Pregnancy,652.23,BREECH PRESENT-ANTEPART
Table 12.3,Pregnancy,652.30,TRANSV/OBLIQ LIE-UNSPEC
Table 12.3,Pregnancy,652.33,TRANSV/OBLIQ LIE-ANTEPAR
Table 12.3,Pregnancy,652.40,FACE/BROW PRESENT-UNSPEC
Table 12.3,Pregnancy,652.43,FACE/BROW PRES-ANTEPART
Table 12.3,Pregnancy,652.50,HIGH HEAD AT TERM-UNSPEC
Table 12.3,Pregnancy,652.53,HIGH HEAD TERM-ANTEPART
Table 12.3,Pregnancy,652.60,MULT GEST MALPRESEN-UNSP
Table 12.3,Pregnancy,652.63,MULT GES MALPRES-ANTEPAR
Table 12.3,Pregnancy,652.70,PROLAPSED ARM-UNSPEC
Table 12.3,Pregnancy,652.73,PROLAPSED ARM-ANTEPART
Table 12.3,Pregnancy,652.80,MALPOSITION NEC-UNSPEC
Table 12.3,Pregnancy,652.83,MALPOSITION NEC-ANTEPART
Table 12.3,Pregnancy,652.90,MALPOSITION NOS-UNSPEC
Table 12.3,Pregnancy,652.93,MALPOSITION NOS-ANTEPART
Table 12.3,Pregnancy,653.00,PELVIC DEFORM NOS-UNSPEC
Table 12.3,Pregnancy,653.03,PELV DEFORM NOS-ANTEPART
Table 12.3,Pregnancy,653.10,CONTRACT PELV NOS-UNSPEC
Table 12.3,Pregnancy,653.13,CONTRAC PELV NOS-ANTEPAR
Table 12.3,Pregnancy,653.20,INLET CONTRACTION-UNSPEC
Table 12.3,Pregnancy,653.23,INLET CONTRACT-ANTEPART
Table 12.3,Pregnancy,653.30,OUTLET CONTRACTION-UNSP
Table 12.3,Pregnancy,653.33,OUTLET CONTRACT-ANTEPART
Table 12.3,Pregnancy,653.40,FETOPELV DISPROP-UNSPEC
Table 12.3,Pregnancy,653.43,FETOPEL DISPROP-ANTEPART
Table 12.3,Pregnancy,653.50,FETAL DISPROP NOS-UNSPEC
Table 12.3,Pregnancy,653.53,FETAL DISPRO NOS-ANTEPAR
Table 12.3,Pregnancy,653.60,HYDROCEPHAL FETUS-UNSPEC
Table 12.3,Pregnancy,653.63,HYDROCEPH FETUS-ANTEPART
Table 12.3,Pregnancy,653.70,OTH ABN FET DISPROP-UNSP
Table 12.3,Pregnancy,653.73,OTH ABN FET DISPRO-ANTEP
Table 12.3,Pregnancy,653.80,DISPROPORTION NEC-UNSPEC
Table 12.3,Pregnancy,653.83,DISPROPOR NEC-ANTEPARTUM
Table 12.3,Pregnancy,653.90,DISPROPORTION NOS-UNSPEC
Table 12.3,Pregnancy,653.93,DISPROPOR NOS-ANTEPARTUM
Table 12.3,Pregnancy,654.00,CONG ABN UTER PREG-UNSP
Table 12.3,Pregnancy,654.03,CONGEN ABN UTER-ANTEPART
Table 12.3,Pregnancy,654.10,UTER TUMOR IN PREG-UNSP
Table 12.3,Pregnancy,654.13,UTERINE TUMOR-ANTEPARTUM
Table 12.3,Pregnancy,654.20,PREV C-DELIVERY UNSPEC
Table 12.3,Pregnancy,654.23,PREV C-DELIVERY-ANTEPART
Table 12.3,Pregnancy,654.30,RETROVERT UTERUS-UNSPEC
Table 12.3,Pregnancy,654.33,RETROVERT UTER-ANTEPART
Table 12.3,Pregnancy,654.40,ABN GRAV UTERUS NEC-UNSP
Table 12.3,Pregnancy,654.43,ABN UTERUS NEC-ANTEPART
Table 12.3,Pregnancy,654.50,CERV INCOMPET PREG-UNSP
Table 12.3,Pregnancy,654.53,CERV INCOMPET-ANTEPARTUM
Table 12.3,Pregnancy,654.60,ABN CERVIX NEC PREG-UNSP
Table 12.3,Pregnancy,654.63,ABN CERVIX NEC-ANTEPART
Table 12.3,Pregnancy,654.70,ABN VAGINA IN PREG-UNSP
Table 12.3,Pregnancy,654.73,ABNORM VAGINA-ANTEPARTUM
Table 12.3,Pregnancy,654.80,ABN VULVA IN PREG-UNSPEC
Table 12.3,Pregnancy,654.83,ABNORMAL VULVA-ANTEPART
Table 12.3,Pregnancy,654.90,ABN PEL NEC IN PREG-UNSP
Table 12.3,Pregnancy,654.93,ABN PELV ORG NEC-ANTEPAR
Table 12.3,Pregnancy,655.00,FETAL CNS MALFORM-UNSPEC
Table 12.3,Pregnancy,655.03,FETAL CNS MALFOR-ANTEPAR
Table 12.3,Pregnancy,655.10,FETAL CHROMOS ABN-UNSPEC
Table 12.3,Pregnancy,655.13,FET CHROMO ABN-ANTEPART
Table 12.3,Pregnancy,655.20,FAMIL HEREDIT DIS-UNSPEC
Table 12.3,Pregnancy,655.23,FAMIL HERED DIS-ANTEPART
Table 12.3,Pregnancy,655.30,FET DAMG D/T VIRUS-UNSP
Table 12.3,Pregnancy,655.33,FET DAMG D/T VIRUS-ANTEP
Table 12.3,Pregnancy,655.40,FET DAMG D/T DIS-UNSPEC
Table 12.3,Pregnancy,655.43,FET DAMG D/T DIS-ANTEPAR
Table 12.3,Pregnancy,655.50,FETAL DAMG D/T DRUG-UNSP
Table 12.3,Pregnancy,655.53,FET DAMG D/T DRUG-ANTEPA
Table 12.3,Pregnancy,655.60,RADIAT FETAL DAMAG-UNSP
Table 12.3,Pregnancy,655.63,RADIAT FET DAMAG-ANTEPAR
Table 12.3,Pregnancy,655.70,DECREASE FETL MOVMT UNSP
Table 12.3,Pregnancy,655.73,DEC FETAL MOVMT ANTEPART
Table 12.3,Pregnancy,655.80,FETAL ABNORM NEC-UNSPEC
Table 12.3,Pregnancy,655.83,FETAL ABNORM NEC-ANTEPAR
Table 12.3,Pregnancy,655.90,FETAL ABNORM NOS-UNSPEC
Table 12.3,Pregnancy,655.93,FETAL ABNORM NOS-ANTEPAR
Table 12.3,Pregnancy,656.00,FETAL-MATERNAL HEM-UNSP
Table 12.3,Pregnancy,656.03,FETAL-MATERN HEM-ANTEPAR
Table 12.3,Pregnancy,656.10,RH ISOIMMUNIZATION-UNSP
Table 12.3,Pregnancy,656.13,RH ISOIMMUNIZAT-ANTEPART
Table 12.3,Pregnancy,656.20,ABO ISOIMMUNIZATION-UNSP
Table 12.3,Pregnancy,656.23,ABO ISOIMMUNIZAT-ANTEPAR
Table 12.3,Pregnancy,656.30,FETAL DISTRESS-UNSPEC
Table 12.3,Pregnancy,656.33,FETAL DISTRESS-ANTEPART
Table 12.3,Pregnancy,656.40,INTRAUTERINE DEATH-UNSP
Table 12.3,Pregnancy,656.43,INTRAUTER DEATH-ANTEPART
Table 12.3,Pregnancy,656.50,POOR FETAL GROWTH-UNSPEC
Table 12.3,Pregnancy,656.53,POOR FETAL GRTH-ANTEPART
Table 12.3,Pregnancy,656.60,EXCESS FETAL GRTH-UNSPEC
Table 12.3,Pregnancy,656.63,EXCESS FET GRTH-ANTEPART
Table 12.3,Pregnancy,656.70,OTH PLACENT COND-UNSPEC
Table 12.3,Pregnancy,656.73,OTH PLACENT COND-ANTEPAR
Table 12.3,Pregnancy,656.80,FET/PLAC PROB NEC-UNSPEC
Table 12.3,Pregnancy,656.83,FET/PLAC PROB NEC-ANTEPA
Table 12.3,Pregnancy,656.90,FET/PLAC PROB NOS-UNSPEC
Table 12.3,Pregnancy,656.93,FET/PLAC PROB NOS-ANTEPA
Table 12.3,Pregnancy,657.00,POLYHYDRAMNIOS-UNSPEC
Table 12.3,Pregnancy,658.00,OLIGOHYDRAMNIOS-UNSPEC
Table 12.3,Pregnancy,658.03,OLIGOHYDRAMNIOS-ANTEPAR
Table 12.3,Pregnancy,658.10,PREM RUPT MEMBRAN-UNSPEC
Table 12.3,Pregnancy,658.13,PREM RUPT MEMB-ANTEPART
Table 12.3,Pregnancy,658.20,PROLONG RUPT MEMB-UNSPEC
Table 12.3,Pregnancy,658.23,PROLONG RUP MEMB-ANTEPAR
Table 12.3,Pregnancy,658.30,ARTIFIC RUPT MEMBR-UNSP
Table 12.3,Pregnancy,658.33,ARTIF RUPT MEMB-ANTEPART
Table 12.3,Pregnancy,658.40,AMNIOTIC INFECTION-UNSP
Table 12.3,Pregnancy,658.43,AMNIOTIC INFECT-ANTEPART
Table 12.3,Pregnancy,658.80,AMNIOTIC PROB NEC-UNSPEC
Table 12.3,Pregnancy,658.83,AMNION PROB NEC-ANTEPART
Table 12.3,Pregnancy,658.90,AMNIOTIC PROB NOS-UNSPEC
Table 12.3,Pregnancy,658.93,AMNION PROB NOS-ANTEPART
Table 12.3,Pregnancy,659.00,FAIL MECHAN INDUCT-UNSP
Table 12.3,Pregnancy,659.03,FAIL MECH INDUCT-ANTEPAR
Table 12.3,Pregnancy,659.10,FAIL INDUCTION NOS-UNSP
Table 12.3,Pregnancy,659.13,FAIL INDUCT NOS-ANTEPART
Table 12.3,Pregnancy,659.20,PYREXIA IN LABOR-UNSPEC
Table 12.3,Pregnancy,659.23,PYREXIA IN LABOR-ANTEPAR
Table 12.3,Pregnancy,659.30,SEPTICEMIA IN LABOR-UNSP
Table 12.3,Pregnancy,659.33,SEPTICEM IN LABOR-ANTEPA
Table 12.3,Pregnancy,659.40,GRAND MULTIPARITY-UNSPEC
Table 12.3,Pregnancy,659.43,GRAND MULTIPARITY-ANTEPA
Table 12.3,Pregnancy,659.50,ELDERLY PRIMIGRAVID-UNSP
Table 12.3,Pregnancy,659.53,ELDER PRIMIGRAVID-ANTEPA
Table 12.3,Pregnancy,659.60,ELDERLY MULTIGRAVIDA-UNS
Table 12.3,Pregnancy,659.63,ELDERLY MULTIGRAVD-ANTEP
Table 12.3,Pregnancy,659.70,ABN FTL HRT RATE/RHY-UNS
Table 12.3,Pregnancy,659.73,ABN FTL HRT RATE/RHY-ANT
Table 12.3,Pregnancy,659.80,COMPLIC LABOR NEC-UNSP
Table 12.3,Pregnancy,659.83,COMPL LABOR NEC-ANTEPART
Table 12.3,Pregnancy,659.90,COMPLIC LABOR NOS-UNSP
Table 12.3,Pregnancy,659.93,COMPL LABOR NOS-ANTEPART
Table 12.3,Pregnancy,660.00,OBSTRUCT/FET MALPOS-UNSP
Table 12.3,Pregnancy,660.03,OBSTRUC/FET MALPOS-ANTEP
Table 12.3,Pregnancy,660.10,BONY PELV OBSTRUC-UNSPEC
Table 12.3,Pregnancy,660.13,BONY PELV OBSTRUC-ANTEPA
Table 12.3,Pregnancy,660.20,ABN PELV TISS OBSTR-UNSP
Table 12.3,Pregnancy,660.23,ABN PELV TIS OBSTR-ANTEP
Table 12.3,Pregnancy,660.30,PERSIST OCCIPITPOST-UNSP
Table 12.3,Pregnancy,660.33,PERSIST OCCIPTPOST-ANTEP
Table 12.3,Pregnancy,660.40,SHOULDER DYSTOCIA-UNSPEC
Table 12.3,Pregnancy,660.43,SHOULDER DYSTOCIA-ANTEPA
Table 12.3,Pregnancy,660.50,LOCKED TWINS-UNSPECIFIED
Table 12.3,Pregnancy,660.53,LOCKED TWINS-ANTEPARTUM
Table 12.3,Pregnancy,660.60,FAIL TRIAL LAB NOS-UNSP
Table 12.3,Pregnancy,660.63,FAIL TRIAL LAB NOS-ANTEP
Table 12.3,Pregnancy,660.70,FAILED FORCEP NOS-UNSPEC
Table 12.3,Pregnancy,660.73,FAIL FORCEPS NOS-ANTEPAR
Table 12.3,Pregnancy,660.80,OBSTRUC LABOR NEC-UNSPEC
Table 12.3,Pregnancy,660.83,OBSTRUC LABOR NEC-ANTEPA
Table 12.3,Pregnancy,660.90,OBSTRUC LABOR NOS-UNSPEC
Table 12.3,Pregnancy,660.93,OBSTRUC LABOR NOS-ANTEPA
Table 12.3,Pregnancy,661.00,PRIM UTERINE INERT-UNSP
Table 12.3,Pregnancy,661.03,PRIM UTER INERT-ANTEPART
Table 12.3,Pregnancy,661.10,SEC UTERINE INERT-UNSPEC
Table 12.3,Pregnancy,661.13,SEC UTERINE INERT-ANTEPA
Table 12.3,Pregnancy,661.20,UTERINE INERTIA NEC-UNSP
Table 12.3,Pregnancy,661.23,UTERINE INERT NEC-ANTEPA
Table 12.3,Pregnancy,661.30,PRECIPITATE LABOR-UNSPEC
Table 12.3,Pregnancy,661.33,PRECIPITATE LABOR-ANTEPA
Table 12.3,Pregnancy,661.40,UTER DYSTOCIA NOS-UNSPEC
Table 12.3,Pregnancy,661.43,UTER DYSTOCIA NOS-ANTEPA
Table 12.3,Pregnancy,661.90,ABNORMAL LABOR NOS-UNSP
Table 12.3,Pregnancy,661.93,ABNORM LABOR NOS-ANTEPAR
Table 12.3,Pregnancy,662.00,PROLONGED 1ST STAGE-UNSP
Table 12.3,Pregnancy,662.03,PROLONG 1ST STAGE-ANTEPA
Table 12.3,Pregnancy,662.10,PROLONGED LABOR NOS-UNSP
Table 12.3,Pregnancy,662.13,PROLONG LABOR NOS-ANTEPA
Table 12.3,Pregnancy,662.20,PROLONGED 2ND STAGE-UNSP
Table 12.3,Pregnancy,662.23,PROLONG 2ND STAGE-ANTEPA
Table 12.3,Pregnancy,662.30,DELAY DEL 2ND TWIN-UNSP
Table 12.3,Pregnancy,662.33,DELAY DEL 2 TWIN-ANTEPAR
Table 12.3,Pregnancy,663.00,CORD PROLAPSE-UNSPEC
Table 12.3,Pregnancy,663.03,CORD PROLAPSE-ANTEPARTUM
Table 12.3,Pregnancy,663.10,CORD COMPRESS NEC-UNSPEC
Table 12.3,Pregnancy,663.13,CORD AROUND NECK-ANTEPAR
Table 12.3,Pregnancy,663.20,CORD COMPRESS NEC-UNSPEC
Table 12.3,Pregnancy,663.23,CORD COMPRES NEC-ANTEPAR
Table 12.3,Pregnancy,663.30,CORD ENTANGLE NEC-UNSPEC
Table 12.3,Pregnancy,663.33,CORD ENTANGL NEC-ANTEPAR
Table 12.3,Pregnancy,663.40,SHORT CORD-UNSPECIFIED
Table 12.3,Pregnancy,663.43,SHORT CORD-ANTEPARTUM
Table 12.3,Pregnancy,663.50,VASA PREVIA-UNSPECIFIED
Table 12.3,Pregnancy,663.53,VASA PREVIA-ANTEPARTUM
Table 12.3,Pregnancy,663.60,VASC LESION CORD-UNSPEC
Table 12.3,Pregnancy,663.63,VASC LESION CORD-ANTEPAR
Table 12.3,Pregnancy,663.80,CORD COMPLICAT NEC-UNSP
Table 12.3,Pregnancy,663.83,CORD COMPL NEC-ANTEPART
Table 12.3,Pregnancy,663.90,CORD COMPLICAT NOS-UNSP
Table 12.3,Pregnancy,663.93,CORD COMPL NOS-ANTEPART
Table 12.3,Pregnancy,664.00,DEL W 1 DEG LACERAT-UNSP
Table 12.3,Pregnancy,664.10,DEL W 2 DEG LACERAT-UNSP
Table 12.3,Pregnancy,664.20,DEL W 3 DEG LACERAT-UNSP
Table 12.3,Pregnancy,664.30,DEL W 4 DEG LACERAT-UNSP
Table 12.3,Pregnancy,664.40,OB PERINEAL LAC NOS-UNSP
Table 12.3,Pregnancy,664.50,OB PERINEAL HEMATOM-UNSP
Table 12.3,Pregnancy,664.60,ANAL SPHINCTER TEAR NOS
Table 12.3,Pregnancy,664.80,OB PERIN TRAUM NEC-UNSP
Table 12.3,Pregnancy,664.90,OB PERIN TRAUM NOS-UNSP
Table 12.3,Pregnancy,665.00,PRELABOR RUPT UTER-UNSP
Table 12.3,Pregnancy,665.03,PRELAB RUPT UTER-ANTEPAR
Table 12.3,Pregnancy,665.10,RUPTURE UTERUS NOS-UNSP
Table 12.3,Pregnancy,665.20,INVERSION OF UTERUS-UNSP
Table 12.3,Pregnancy,665.30,LACERAT OF CERVIX-UNSPEC
Table 12.3,Pregnancy,665.40,HIGH VAGINAL LACER-UNSP
Table 12.3,Pregnancy,665.50,OB INJ PELV ORG NEC-UNSP
Table 12.3,Pregnancy,665.60,DAMAGE TO PELVIC JT-UNSP
Table 12.3,Pregnancy,665.70,OB PELVIC HEMATOMA-UNSP
Table 12.3,Pregnancy,665.80,OB TRAUMA NEC-UNSPEC
Table 12.3,Pregnancy,665.83,OB TRAUMA NEC-ANTEPARTUM
Table 12.3,Pregnancy,665.90,OB TRAUMA NOS-UNSPEC
Table 12.3,Pregnancy,665.93,OB TRAUMA NOS-ANTEPARTUM
Table 12.3,Pregnancy,666.00,THIRD-STAGE HEM-UNSPEC
Table 12.3,Pregnancy,668.00,PULM COMPL IN DEL-UNSPE
Table 12.3,Pregnancy,668.03,PULM COMPLICAT-ANTEPART
Table 12.3,Pregnancy,668.10,HEART COMPL IN DEL-UNSP
Table 12.3,Pregnancy,668.13,HEART COMPLIC-ANTEPART
Table 12.3,Pregnancy,668.20,CNS COMPL LABOR/DEL-UNSP
Table 12.3,Pregnancy,668.23,CNS COMPL IN DEL-ANTEPAR
Table 12.3,Pregnancy,668.80,ANESTH COMP DEL NEC-UNSP
Table 12.3,Pregnancy,668.83,ANESTH COMPL ANTEPARTUM
Table 12.3,Pregnancy,668.90,ANESTH COMP DEL NOS-UNSP
Table 12.3,Pregnancy,668.93,ANESTH COMPL-ANTEPARTUM
Table 12.3,Pregnancy,669.00,MATERNAL DISTRESS-UNSPEC
Table 12.3,Pregnancy,669.03,MATERN DISTRESS-ANTEPAR
Table 12.3,Pregnancy,669.10,OBSTETRIC SHOCK-UNSPEC
Table 12.3,Pregnancy,669.13,OBSTETRIC SHOCK-ANTEPAR
Table 12.3,Pregnancy,669.20,MATERN HYPOTENS SYN-UNSP
Table 12.3,Pregnancy,669.23,MATERN HYPOTENS-ANTEPAR
Table 12.3,Pregnancy,669.30,AC KIDNY FAIL W DELIV-UNSP
Table 12.3,Pregnancy,671.00,VARIC VEIN LEG PREG-UNSP
Table 12.3,Pregnancy,671.03,VARIC VEIN LEG-ANTEPART
Table 12.3,Pregnancy,671.10,VARIC VULVA PREG-UNSPEC
Table 12.3,Pregnancy,671.13,VARICOSE VULVA-ANTEPART
Table 12.3,Pregnancy,671.20,THROMBOPHLEB PREG-UNSPEC
Table 12.3,Pregnancy,671.23,THROMBOPHLEBIT-ANTEPART
Table 12.3,Pregnancy,671.30,DEEP THROMB ANTEPAR-UNSP
Table 12.3,Pregnancy,671.33,DEEP VEIN THROMB-ANTEPAR
Table 12.3,Pregnancy,671.40,DEEP THROMB POSTPAR-UNSP
Table 12.3,Pregnancy,671.50,THROMBOSIS NEC PREG-UNSP
Table 12.3,Pregnancy,671.53,THROMBOSIS NEC-ANTEPART
Table 12.3,Pregnancy,671.80,VEN COMPL PREG NEC-UNSP
Table 12.3,Pregnancy,671.83,VENOUS COMPL NEC-ANTEPAR
Table 12.3,Pregnancy,671.90,VEN COMPL PREG NOS-UNSP
Table 12.3,Pregnancy,671.93,VENOUS COMPL NOS-ANTEPAR
Table 12.3,Pregnancy,673.10,AMNIOTIC EMBOLISM-UNSPEC
Table 12.3,Pregnancy,673.13,AMNIOTIC EMBOL-ANTEPART
Table 12.3,Pregnancy,673.23,PULM EMBOL NOS-ANTEPART
Table 12.3,Pregnancy,673.30,OB PYEMIC EMBOL-UNSPEC
Table 12.3,Pregnancy,673.33,OB PYEMIC EMBOL-ANTEPART
Table 12.3,Pregnancy,673.80,OB PULMON EMBOL NEC-UNSP
Table 12.3,Pregnancy,673.83,PULMON EMBOL NEC-ANTEPAR
Table 12.3,Pregnancy,674.03,CEREBROVASC DIS-ANTEPART
Table 12.3,Pregnancy,674.40,PLACENTAL POLYP-UNSPEC
Table 12.3,Pregnancy,674.50,PERIPART CARDIOMY-UNSPEC
Table 12.3,Pregnancy,674.53,PERIPARTUM CARD-ANTEPART
Table 12.3,Pregnancy,674.80,PUERP COMPL NEC-UNSPEC
Table 12.3,Pregnancy,674.90,PUERP COMPL NOS-UNSPEC
Table 12.3,Pregnancy,675.00,INFECT NIPPLE PREG-UNSP
Table 12.3,Pregnancy,675.03,INFECT NIPPLE-ANTEPARTUM
Table 12.3,Pregnancy,675.10,BREAST ABSCESS PREG-UNSP
Table 12.3,Pregnancy,675.13,BREAST ABSCESS-ANTEPART
Table 12.3,Pregnancy,675.20,MASTITIS IN PREG-UNSPEC
Table 12.3,Pregnancy,675.23,MASTITIS-ANTEPARTUM
Table 12.3,Pregnancy,675.80,BREAST INF PREG NEC-UNSP
Table 12.3,Pregnancy,675.83,BREAST INF NEC-ANTEPART
Table 12.3,Pregnancy,675.90,BREAST INF PREG NOS-UNSP
Table 12.3,Pregnancy,675.93,BREAST INF NOS-ANTEPART
Table 12.3,Pregnancy,676.00,RETRACT NIPPLE PREG-UNSP
Table 12.3,Pregnancy,676.03,RETRACT NIPPLE-ANTEPART
Table 12.3,Pregnancy,676.10,CRACKED NIPPLE PREG-UNSP
Table 12.3,Pregnancy,676.13,CRACKED NIPPLE-ANTEPART
Table 12.3,Pregnancy,676.20,BREAST ENGORGE-UNSPEC
Table 12.3,Pregnancy,676.23,BREAST ENGORGE-ANTEPART
Table 12.3,Pregnancy,676.30,BREAST DIS PREG NEC-UNSP
Table 12.3,Pregnancy,676.33,BREAST DIS NEC-ANTEPART
Table 12.3,Pregnancy,676.40,LACTATION FAIL-UNSPEC
Table 12.3,Pregnancy,676.43,LACTATION FAIL-ANTEPART
Table 12.3,Pregnancy,676.50,SUPPR LACTATION-UNSPEC
Table 12.3,Pregnancy,676.53,SUPPR LACTATION-ANTEPAR
Table 12.3,Pregnancy,676.60,GALACTORRHEA PREG-UNSPEC
Table 12.3,Pregnancy,676.63,GALACTORRHEA-ANTEPARTUM
Table 12.3,Pregnancy,676.80,LACTATION DIS NEC-UNSPEC
Table 12.3,Pregnancy,676.83,LACTAT DIS NEC-ANTEPART
Table 12.3,Pregnancy,676.90,LACTATION DIS NOS-UNSPEC
Table 12.3,Pregnancy,676.93,LACTAT DIS NOS-ANTEPART
Table 12.3,Pregnancy,677,LATE EFFCT CMPLCATN PREG
Table 12.3,Pregnancy,V22.0,SUPERVIS NORMAL 1ST PREG
Table 12.3,Pregnancy,V22.1,SUPERVIS OTH NORMAL PREG
Table 12.3,Pregnancy,V22.2,"PREG STATE, INCIDENTAL"
Table 12.3,Pregnancy,V23.0,PREG W HX OF INFERTILITY
Table 12.3,Pregnancy,V23.1,PREG W HX-TROPHOBLAS DIS
Table 12.3,Pregnancy,V23.2,PREG W HX OF ABORTION
Table 12.3,Pregnancy,V23.3,GRAND MULTIPARITY
Table 12.3,Pregnancy,V23.41,PREG W HX PRE-TERM LABOR
Table 12.3,Pregnancy,V23.42,PREG W HX ECTOPIC PREG
Table 12.3,Pregnancy,V23.49,PREG W POOR OBS HX NEC
